,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Generator ID,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol
240,Houston Chemical Complex Battleground,50043_G_GT1,50043,G,GT1,,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,66.0,8951.0,1982.0,9999,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.01896,0.01896,0.01896,0.01896,,,,,,,,,,,,Natural Gas,50043.0,29.7314,-95.0839,,,,,,,,,3.26102283606551,117.0,POINT (-95.0839 29.7314),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,42.174,6737.927967985771,26.400000000000002,0.0,13170.0,3.5999999999999996,32.78941540562238,1,0.0,1,1,False,False,False,False,50043+GT1
241,Houston Chemical Complex Battleground,50043_G_GT2,50043,G,GT2,,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,66.0,8951.0,1982.0,9999,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.01896,0.01896,0.01896,0.01896,,,,,,,,,,,,Natural Gas,50043.0,29.7314,-95.0839,,,,,,,,,3.26102283606551,117.0,POINT (-95.0839 29.7314),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,42.174,6737.927967985771,26.400000000000002,0.0,13170.0,3.5999999999999996,32.78941540562238,1,0.0,1,1,False,False,False,False,50043+GT2
242,Houston Chemical Complex Battleground,50043_G_GT3,50043,G,GT3,,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,69.0,8951.0,2005.0,9999,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.01896,0.01896,0.01896,0.01896,,,,,,,,,,,,Natural Gas,50043.0,29.7314,-95.0839,,,,,,,,,3.26102283606551,117.0,POINT (-95.0839 29.7314),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,44.091,7044.197421076034,27.6,0.0,13170.0,3.5999999999999996,32.78941540562238,1,0.0,1,1,False,False,False,False,50043+GT3
243,Houston Chemical Complex Battleground,50043_G_ST,50043,G,ST,,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,62.0,8951.0,1982.0,9999,,,Y,Natural Gas,,,,,SCR,2005.0,,,,,,,,0.01896,0.01896,0.01896,0.01896,,,,,,,,,,,,Natural Gas,50043.0,29.7314,-95.0839,,,,,,,,,3.26102283606551,117.0,POINT (-95.0839 29.7314),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,39.618,6329.568697198755,24.8,0.0,13170.0,3.5999999999999996,32.78941540562238,1,0.0,1,1,False,False,False,False,50043+ST
244,Optim Energy Altura Cogen LLC,50815_G_GEN1,50815,G,GEN1,10087.0,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,69.7,11234.0,1985.0,9999,,,Y,Natural Gas,,,,DLNB,,,,,,,,,0.001,0.01847,0.01847,0.01847,0.01847,,,,,,,,,,,,Natural Gas,50815.0,29.8161,-95.10773,,,,,,,,,3.26102283606551,117.0,POINT (-95.10773 29.8161),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,44.5383,7115.660293463761,27.880000000000003,0.0,13170.0,3.5999999999999996,40.23433054035994,1,0.0,1,1,False,False,False,False,50815+GEN1
245,Optim Energy Altura Cogen LLC,50815_G_GEN2,50815,G,GEN2,10088.0,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,69.7,11234.0,1985.0,9999,,,Y,Natural Gas,,,,DLNB,,,,,,,,,0.001,0.01847,0.01847,0.01847,0.01847,,,,,,,,,,,,Natural Gas,50815.0,29.8161,-95.10773,,,,,,,,,3.26102283606551,117.0,POINT (-95.10773 29.8161),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,44.5383,7115.660293463761,27.880000000000003,0.0,13170.0,3.5999999999999996,40.23433054035994,1,0.0,1,1,False,False,False,False,50815+GEN2
246,Optim Energy Altura Cogen LLC,50815_G_GEN3,50815,G,GEN3,10089.0,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,70.0,11234.0,1985.0,9999,,,Y,Natural Gas,,,,DLNB,,,,,,,,,0.001,0.01847,0.01847,0.01847,0.01847,,,,,,,,,,,,Natural Gas,50815.0,29.8161,-95.10773,,,,,,,,,3.26102283606551,117.0,POINT (-95.10773 29.8161),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,44.730000000000004,7146.2872387727875,28.0,0.0,13170.0,3.5999999999999996,40.23433054035994,1,0.0,1,1,False,False,False,False,50815+GEN3
247,Optim Energy Altura Cogen LLC,50815_G_GEN4,50815,G,GEN4,10090.0,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,69.9,11234.0,1986.0,9999,,,Y,Natural Gas,,,,DLNB,,,,,,,,,0.001,0.01847,0.01847,0.01847,0.01847,,,,,,,,,,,,Natural Gas,50815.0,29.8161,-95.10773,,,,,,,,,3.26102283606551,117.0,POINT (-95.10773 29.8161),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,44.66610000000001,7136.078257003113,27.960000000000004,0.0,13170.0,3.5999999999999996,40.23433054035994,1,0.0,1,1,False,False,False,False,50815+GEN4
248,Optim Energy Altura Cogen LLC,50815_G_GEN5,50815,G,GEN5,10091.0,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,68.3,11234.0,1986.0,9999,,,Y,Natural Gas,,,,DLNB,,,,,,,,,0.001,0.01847,0.01847,0.01847,0.01847,,,,,,,,,,,,Natural Gas,50815.0,29.8161,-95.10773,,,,,,,,,3.26102283606551,117.0,POINT (-95.10773 29.8161),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,43.643699999999995,6972.734548688306,27.32,0.0,13170.0,3.5999999999999996,40.23433054035994,1,0.0,1,1,False,False,False,False,50815+GEN5
249,Optim Energy Altura Cogen LLC,50815_G_GEN6,50815,G,GEN6,,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,120.0,11234.0,1986.0,9999,,,Y,Natural Gas,,,,DLNB,,,,,,,,,0.001,0.01847,0.01847,0.01847,0.01847,,,,,,,,,,,,Natural Gas,50815.0,29.8161,-95.10773,,,,,,,,,3.26102283606551,117.0,POINT (-95.10773 29.8161),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,38.160000000000004,12250.778123610493,48.0,0.0,13170.0,3.5999999999999996,40.23433054035994,1,0.0,1,1,False,False,False,False,50815+GEN6
250,Optim Energy Altura Cogen LLC,50815_G_GEN7,50815,G,GEN7,10092.0,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,68.9,11234.0,1995.0,9999,,,Y,Natural Gas,,,,DLNB,,,,,,,,,0.001,0.01847,0.01847,0.01847,0.01847,,,,,,,,,,,,Natural Gas,50815.0,29.8161,-95.10773,,,,,,,,,3.26102283606551,117.0,POINT (-95.10773 29.8161),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,44.027100000000004,7033.988439306359,27.560000000000002,0.0,13170.0,3.5999999999999996,40.23433054035994,1,0.0,1,1,False,False,False,False,50815+GEN7
252,Texas City Power Plant,52088_G_GEN1,52088,G,GEN1,,Combined Cycle,,ERC_REST,Texas,48,Galveston,167,48167,139.0,6369.0,1987.0,9999,,,Y,Natural Gas,,,,LNB + STM,,,,,,,,,,0.0654,0.0654,0.0654,0.0654,,,,,,,,,,,,Natural Gas,52088.0,29.378697,-94.943829,,,,,,,,,3.26102283606551,117.0,POINT (-94.94382899999999 29.378697),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,44.202,14190.484659848822,55.6,0.0,13170.0,3.5999999999999996,24.36945444290123,1,0.0,1,1,False,False,False,False,52088+GEN1
253,Texas City Power Plant,52088_G_GEN2,52088,G,GEN2,89949.0,Combined Cycle,,ERC_REST,Texas,48,Galveston,167,48167,104.0,6369.0,1987.0,9999,,,Y,Natural Gas,,,,STM,,,,,,,,,,0.0654,0.0654,0.0654,0.0654,,,,,,,,,,,,Natural Gas,52088.0,29.378697,-94.943829,,,,,,,,,3.26102283606551,117.0,POINT (-94.94382899999999 29.378697),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,33.072,10617.341040462428,41.6,0.0,13170.0,3.5999999999999996,24.36945444290123,1,0.0,1,1,False,False,False,False,52088+GEN2
254,Texas City Power Plant,52088_G_GEN3,52088,G,GEN3,89950.0,Combined Cycle,,ERC_REST,Texas,48,Galveston,167,48167,104.0,6369.0,1987.0,9999,,,Y,Natural Gas,,,,DLNB,,,,,,,,,,0.0654,0.0654,0.0654,0.0654,,,,,,,,,,,,Natural Gas,52088.0,29.378697,-94.943829,,,,,,,,,3.26102283606551,117.0,POINT (-94.94382899999999 29.378697),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,33.072,10617.341040462428,41.6,0.0,13170.0,3.5999999999999996,24.36945444290123,1,0.0,1,1,False,False,False,False,52088+GEN3
255,Texas City Power Plant,52088_G_GEN4,52088,G,GEN4,89951.0,Combined Cycle,,ERC_REST,Texas,48,Galveston,167,48167,104.0,6369.0,1987.0,9999,,,Y,Natural Gas,,,,STM,,,,,,,,,,0.0654,0.0654,0.0654,0.0654,,,,,,,,,,,,Natural Gas,52088.0,29.378697,-94.943829,,,,,,,,,3.26102283606551,117.0,POINT (-94.94382899999999 29.378697),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,33.072,10617.341040462428,41.6,0.0,13170.0,3.5999999999999996,24.36945444290123,1,0.0,1,1,False,False,False,False,52088+GEN4
256,Oyster Creek Unit VIII,54676_G_G81,54676,G,G81,,Combined Cycle,,ERC_REST,Texas,48,Brazoria,39,48039,73.0,9605.0,1994.0,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.0692,0.0692,0.0692,0.0692,,,,,,,,,,,,Natural Gas,54676.0,28.9802,-95.342,,,,,,,,,3.26102283606551,117.0,POINT (-95.342 28.9802),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,46.647,7452.55669186305,29.200000000000003,0.0,13170.0,3.5999999999999996,34.92212434040922,1,0.0,1,1,False,False,False,False,54676+G81
257,Oyster Creek Unit VIII,54676_G_G82,54676,G,G82,,Combined Cycle,,ERC_REST,Texas,48,Brazoria,39,48039,73.0,9605.0,1994.0,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.0692,0.0692,0.0692,0.0692,,,,,,,,,,,,Natural Gas,54676.0,28.9802,-95.342,,,,,,,,,3.26102283606551,117.0,POINT (-95.342 28.9802),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,46.647,7452.55669186305,29.200000000000003,0.0,13170.0,3.5999999999999996,34.92212434040922,1,0.0,1,1,False,False,False,False,54676+G82
258,Oyster Creek Unit VIII,54676_G_G83,54676,G,G83,,Combined Cycle,,ERC_REST,Texas,48,Brazoria,39,48039,73.0,9605.0,1994.0,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.0692,0.0692,0.0692,0.0692,,,,,,,,,,,,Natural Gas,54676.0,28.9802,-95.342,,,,,,,,,3.26102283606551,117.0,POINT (-95.342 28.9802),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,46.647,7452.55669186305,29.200000000000003,0.0,13170.0,3.5999999999999996,34.92212434040922,1,0.0,1,1,False,False,False,False,54676+G83
259,Oyster Creek Unit VIII,54676_G_G84,54676,G,G84,,Combined Cycle,,ERC_REST,Texas,48,Brazoria,39,48039,160.0,9605.0,1994.0,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.0692,0.0692,0.0692,0.0692,,,,,,,,,,,,Natural Gas,54676.0,28.9802,-95.342,,,,,,,,,3.26102283606551,117.0,POINT (-95.342 28.9802),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,50.88,16334.370831480657,64.0,0.0,13170.0,3.5999999999999996,34.92212434040922,1,0.0,1,1,False,False,False,False,54676+G84
263,Sweeny Cogen Facility,55015_G_GEN4,55015,G,GEN4,3817.0,Combustion Turbine,,ERC_REST,Texas,48,Brazoria,39,48039,109.0,8700.0,2000.0,9999,,,Y,Natural Gas,,,,DLNB,,,,,,,,,3.0,0.01217,0.01217,0.01217,0.01217,,,,,,,,,,,,Natural Gas,55015.0,29.0728,-95.745,,,,,,,,,3.26102283606551,117.0,POINT (-95.745 29.0728),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,2.0,37.278000000000006,2781.9475322365497,43.6,0.0,7340.0,15.45,43.82089867376993,0,0.0,1,1,False,False,False,False,55015+GEN4
264,Pasadena Cogeneration,55047_G_CTG1,55047,G,CTG1,3831.0,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,155.0,6694.0,1998.0,9999,,,Y,Natural Gas,,,,,SCR,1998.0,,,,,,,,0.01493,0.01493,0.01493,0.01493,,,,,,,,,,,,Natural Gas,55047.0,29.72475,-95.176479,,,,,,,,,3.26102283606551,117.0,POINT (-95.176479 29.72475),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,49.29,15823.921742996887,62.0,0.0,13170.0,3.5999999999999996,25.42928686462252,1,0.0,1,1,False,False,False,False,55047+CTG1
265,Pasadena Cogeneration,55047_G_CTG2,55047,G,CTG2,3832.0,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,165.0,6694.0,2000.0,9999,,,Y,Natural Gas,,,,,SCR,2000.0,,,,,,,,0.02728,0.02728,0.02728,0.02728,,,,,,,,,,,,Natural Gas,55047.0,29.72475,-95.176479,,,,,,,,,3.26102283606551,117.0,POINT (-95.176479 29.72475),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,25.42928686462252,1,0.0,1,1,False,False,False,False,55047+CTG2
266,Pasadena Cogeneration,55047_G_CTG3,55047,G,CTG3,3833.0,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,165.0,6694.0,2000.0,9999,,,Y,Natural Gas,,,,,SCR,2000.0,,,,,,,,0.02728,0.02728,0.02728,0.02728,,,,,,,,,,,,Natural Gas,55047.0,29.72475,-95.176479,,,,,,,,,3.26102283606551,117.0,POINT (-95.176479 29.72475),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,25.42928686462252,1,0.0,1,1,False,False,False,False,55047+CTG3
267,Pasadena Cogeneration,55047_G_STG1,55047,G,STG1,,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,60.0,6694.0,1998.0,9999,,,Y,Natural Gas,,,,,SCR,1998.0,,,,,,,,0.01493,0.01493,0.01493,0.01493,,,,,,,,,,,,Natural Gas,55047.0,29.72475,-95.176479,,,,,,,,,3.26102283606551,117.0,POINT (-95.176479 29.72475),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,38.34,6125.3890618052465,24.0,0.0,13170.0,3.5999999999999996,25.42928686462252,1,0.0,1,1,False,False,False,False,55047+STG1
268,Pasadena Cogeneration,55047_G_STG2,55047,G,STG2,,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,165.0,6694.0,2000.0,9999,,,Y,Natural Gas,,,,,SCR,2000.0,,,,,,,,0.02728,0.02728,0.02728,0.02728,,,,,,,,,,,,Natural Gas,55047.0,29.72475,-95.176479,,,,,,,,,3.26102283606551,117.0,POINT (-95.176479 29.72475),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,25.42928686462252,1,0.0,1,1,False,False,False,False,55047+STG2
269,Channelview Cogeneration Plant,55187_G_GT1,55187,G,GT1,4077.0,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,169.0,5500.0,2002.0,9999,,,Y,Natural Gas,,,,,SCR,,,,,,,,0.001,0.01055,0.01055,0.01055,0.01055,,,,,,,,,,,,Natural Gas,55187.0,29.836952,-95.121744,,,,,,,,,3.26102283606551,117.0,POINT (-95.12174400000001 29.836952),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,53.742,17253.179190751445,67.60000000000001,0.0,13170.0,3.5999999999999996,21.535625598360305,1,0.0,1,1,False,False,False,False,55187+GT1
270,Channelview Cogeneration Plant,55187_G_GT2,55187,G,GT2,4078.0,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,165.0,5500.0,2002.0,9999,,,Y,Natural Gas,,,,,SCR,,,,,,,,0.001,0.01055,0.01055,0.01055,0.01055,,,,,,,,,,,,Natural Gas,55187.0,29.836952,-95.121744,,,,,,,,,3.26102283606551,117.0,POINT (-95.12174400000001 29.836952),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,21.535625598360305,1,0.0,1,1,False,False,False,False,55187+GT2
271,Channelview Cogeneration Plant,55187_G_GT3,55187,G,GT3,4079.0,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,165.0,5500.0,2002.0,9999,,,Y,Natural Gas,,,,,SCR,,,,,,,,0.001,0.01055,0.01055,0.01055,0.01055,,,,,,,,,,,,Natural Gas,55187.0,29.836952,-95.121744,,,,,,,,,3.26102283606551,117.0,POINT (-95.12174400000001 29.836952),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,21.535625598360305,1,0.0,1,1,False,False,False,False,55187+GT3
272,Channelview Cogeneration Plant,55187_G_GT4,55187,G,GT4,4080.0,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,167.0,5500.0,2001.0,9999,,,Y,Natural Gas,,,,,SCR,,,,,,,,0.001,0.01055,0.01055,0.01055,0.01055,,,,,,,,,,,,Natural Gas,55187.0,29.836952,-95.121744,,,,,,,,,3.26102283606551,117.0,POINT (-95.12174400000001 29.836952),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,53.106,17048.999555357936,66.8,0.0,13170.0,3.5999999999999996,21.535625598360305,1,0.0,1,1,False,False,False,False,55187+GT4
273,Channelview Cogeneration Plant,55187_G_ST1,55187,G,ST1,,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,144.0,5500.0,2002.0,9999,,,Y,Natural Gas,,,,,SCR,2002.0,,,,,,,0.001,0.01055,0.01055,0.01055,0.01055,,,,,,,,,,,,Natural Gas,55187.0,29.836952,-95.121744,,,,,,,,,3.26102283606551,117.0,POINT (-95.12174400000001 29.836952),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,45.792,14700.933748332593,57.6,0.0,13170.0,3.5999999999999996,21.535625598360305,1,0.0,1,1,False,False,False,False,55187+ST1
274,Channel Energy Center LLC,55299_G_CTG1,55299,G,CTG1,4477.0,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,185.0,6052.0,2001.0,9999,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.01223,0.01183,0.01223,0.01183,,,,,,,,,,,,Natural Gas,55299.0,29.7189,-95.2319,,,,,,,,,3.26102283606551,117.0,POINT (-95.2319 29.7189),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,58.83,18886.61627389951,74.0,0.0,13170.0,3.5999999999999996,23.335710203868466,1,0.0,1,1,False,False,False,False,55299+CTG1
275,Channel Energy Center LLC,55299_G_CTG2,55299,G,CTG2,4478.0,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,185.0,6052.0,2002.0,9999,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.01223,0.01183,0.01223,0.01183,,,,,,,,,,,,Natural Gas,55299.0,29.7189,-95.2319,,,,,,,,,3.26102283606551,117.0,POINT (-95.2319 29.7189),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,58.83,18886.61627389951,74.0,0.0,13170.0,3.5999999999999996,23.335710203868466,1,0.0,1,1,False,False,False,False,55299+CTG2
276,Channel Energy Center LLC,55299_G_CTG3,55299,G,CTG3,,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,183.0,6052.0,2014.0,9999,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.01223,0.01183,0.01223,0.01183,,,,,,,,,,,,Natural Gas,55299.0,29.7189,-95.2319,,,,,,,,,3.26102283606551,117.0,POINT (-95.2319 29.7189),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,58.194,18682.436638506002,73.2,0.0,13170.0,3.5999999999999996,23.335710203868466,1,0.0,1,1,False,False,False,False,55299+CTG3
277,Channel Energy Center LLC,55299_G_ST-1,55299,G,ST-1,,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,215.0,6052.0,2002.0,9999,,,Y,Natural Gas,,,,NH3,SCR,,,,,,,,,0.01223,0.01183,0.01223,0.01183,,,,,,,,,,,,Natural Gas,55299.0,29.7189,-95.2319,,,,,,,,,3.26102283606551,117.0,POINT (-95.2319 29.7189),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,68.37,21949.310804802135,86.0,0.0,13170.0,3.5999999999999996,23.335710203868466,1,0.0,1,1,False,False,False,False,55299+ST-1
278,Brazos Valley Generating Facility,55357_G_CTG1,55357,G,CTG1,4543.0,Combined Cycle,,ERC_REST,Texas,48,Fort Bend,157,48157,166.0,7093.0,2003.0,9999,,,N,Natural Gas,,,,DLNB,SCR,2003.0,,,,,,,,0.01306,0.01306,0.01306,0.01306,,,,,,,,,,,,Natural Gas,55357.0,29.4731,-95.6244,,,,,,,,,3.26102283606551,117.0,POINT (-95.62439999999999 29.4731),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,52.788000000000004,16946.909737661183,66.4,0.0,13170.0,3.5999999999999996,26.730434976212663,1,0.0,1,1,False,False,False,False,55357+CTG1
279,Brazos Valley Generating Facility,55357_G_CTG2,55357,G,CTG2,4544.0,Combined Cycle,,ERC_REST,Texas,48,Fort Bend,157,48157,166.0,7093.0,2003.0,9999,,,N,Natural Gas,,,,DLNB,SCR,2003.0,,,,,,,,0.01306,0.01306,0.01306,0.01306,,,,,,,,,,,,Natural Gas,55357.0,29.4731,-95.6244,,,,,,,,,3.26102283606551,117.0,POINT (-95.62439999999999 29.4731),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,52.788000000000004,16946.909737661183,66.4,0.0,13170.0,3.5999999999999996,26.730434976212663,1,0.0,1,1,False,False,False,False,55357+CTG2
280,Brazos Valley Generating Facility,55357_G_STG1,55357,G,STG1,,Combined Cycle,,ERC_REST,Texas,48,Fort Bend,157,48157,193.0,7093.0,2003.0,9999,,,N,Natural Gas,,,,DLNB,SCR,2003.0,,,,,,,,0.01306,0.01306,0.01306,0.01306,,,,,,,,,,,,Natural Gas,55357.0,29.4731,-95.6244,,,,,,,,,3.26102283606551,117.0,POINT (-95.62439999999999 29.4731),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,61.374,19703.334815473543,77.2,0.0,13170.0,3.5999999999999996,26.730434976212663,1,0.0,1,1,False,False,False,False,55357+STG1
281,Deer Park Energy Center,55464_G_CTG1,55464,G,CTG1,4821.0,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,169.8,5703.0,2003.0,9999,,,Y,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00865,0.00865,0.00865,0.00865,,,,,,,,,,,,Natural Gas,55464.0,29.713414,-95.134508,,,,,,,,,3.26102283606551,117.0,POINT (-95.134508 29.713414),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,53.9964,17334.851044908846,67.92,0.0,13170.0,3.5999999999999996,22.1976132340816,1,0.0,1,1,False,False,False,False,55464+CTG1
282,Deer Park Energy Center,55464_G_CTG2,55464,G,CTG2,4822.0,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,169.8,5703.0,2003.0,9999,,,Y,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00865,0.00865,0.00865,0.00865,,,,,,,,,,,,Natural Gas,55464.0,29.713414,-95.134508,,,,,,,,,3.26102283606551,117.0,POINT (-95.134508 29.713414),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,53.9964,17334.851044908846,67.92,0.0,13170.0,3.5999999999999996,22.1976132340816,1,0.0,1,1,False,False,False,False,55464+CTG2
283,Deer Park Energy Center,55464_G_CTG3,55464,G,CTG3,4823.0,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,169.8,5703.0,2004.0,9999,,,Y,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00865,0.00865,0.00865,0.00865,,,,,,,,,,,,Natural Gas,55464.0,29.713414,-95.134508,,,,,,,,,3.26102283606551,117.0,POINT (-95.134508 29.713414),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,53.9964,17334.851044908846,67.92,0.0,13170.0,3.5999999999999996,22.1976132340816,1,0.0,1,1,False,False,False,False,55464+CTG3
284,Deer Park Energy Center,55464_G_CTG4,55464,G,CTG4,4824.0,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,169.8,5703.0,2004.0,9999,,,Y,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00865,0.00865,0.00865,0.00865,,,,,,,,,,,,Natural Gas,55464.0,29.713414,-95.134508,,,,,,,,,3.26102283606551,117.0,POINT (-95.134508 29.713414),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,53.9964,17334.851044908846,67.92,0.0,13170.0,3.5999999999999996,22.1976132340816,1,0.0,1,1,False,False,False,False,55464+CTG4
285,Deer Park Energy Center,55464_G_CTG6,55464,G,CTG6,90258.0,Combined Cycle,,ERC_REST,Texas,48,Harris,201,48201,154.8,5703.0,2014.0,9999,,,Y,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00865,0.00865,0.00865,0.00865,,,,,,,,,,,,Natural Gas,55464.0,29.713414,-95.134508,,,,,,,,,3.26102283606551,117.0,POINT (-95.134508 29.713414),66,67,67,11.5739826538,1.08612173738,p67,rto10,p67,4.0,49.226400000000005,15803.503779457538,61.92000000000001,0.0,13170.0,3.5999999999999996,22.1976132340816,1,0.0,1,1,False,False,False,False,55464+CTG6
